Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Z_CostContact,Z_Revenue,Total_kids
61314,1,378,0,189,97,172,172,2,5,5,12,3,3,11,1
84865,1,1248,16,349,43,16,16,1,2,4,9,4,3,11,0
42387,42,235,0,235,19,4,191,5,8,1,7,8,3,11,1
67309,76,515,47,181,149,95,95,15,9,6,9,7,3,11,2
75236,27,438,66,400,12,38,114,1,8,3,13,4,3,11,1
30015,28,25,0,22,2,3,5,2,1,0,4,5,3,11,1
50943,49,31,0,7,2,0,6,1,1,0,3,5,3,11,1
67272,12,357,35,271,28,28,14,3,6,2,12,5,3,11,1
51529,14,400,4,35,6,0,22,2,9,1,5,8,3,11,1
32011,89,99,0,15,2,1,5,3,2,1,4,7,3,11,1
7500,96,1,11,5,4,6,9,2,2,0,3,8,3,11,1
28691,56,5,4,13,8,0,4,1,1,0,3,8,3,11,1
56223,72,77,28,31,16,0,4,2,2,1,5,4,3,11,1
18100,14,3,1,2,4,3,1,1,0,0,3,5,3,11,0
30279,13,10,4,14,4,4,1,1,1,0,3,8,3,11,1
20130,99,0,6,3,7,6,12,1,1,0,3,8,3,11,0
23295,72,0,0,1,2,12,5,1,1,0,2,8,3,11,0
42618,92,76,14,74,13,5,10,2,5,0,4,8,3,11,1
81246,87,398,190,537,61,156,37,1,4,5,7,1,3,11,0
24027,7,14,7,11,11,0,5,2,2,0,3,8,3,11,1
55707,91,208,7,82,30,66,35,2,3,2,9,3,3,11,1
57959,71,430,16,322,43,24,33,5,4,7,11,3,3,11,1
56796,24,656,38,161,62,47,37,3,8,9,7,7,3,11,1
36230,17,14,2,30,8,2,3,1,2,0,4,5,3,11,1
70829,87,141,70,106,72,19,23,2,4,2,8,3,3,11,2
65991,21,507,19,364,25,47,9,3,9,5,10,7,3,11,1
38988,90,164,24,103,12,3,42,7,5,1,6,8,3,11,3
89572,44,606,24,974,197,194,64,1,7,7,9,4,3,11,0
42207,71,116,11,72,3,17,46,4,4,1,5,6,3,11,1
50300,52,143,15,60,24,23,5,2,2,1,8,2,3,11,1
66664,78,398,96,447,220,96,32,1,5,7,6,3,3,11,0
60597,2,522,0,257,32,16,66,4,2,2,8,7,3,11,1
70165,60,161,0,253,199,191,122,1,3,7,11,1,3,11,0
50520,25,112,0,6,2,1,14,2,3,1,3,6,3,11,1
80124,47,483,84,398,205,84,241,1,3,7,8,1,3,11,0
33183,46,7,5,39,17,15,37,2,4,0,3,7,3,11,1
66582,83,789,25,420,16,38,0,1,2,8,9,1,3,11,0
75261,17,1239,17,413,23,34,17,1,5,6,5,2,3,11,0
31880,13,4,1,5,2,0,3,1,1,0,2,8,3,11,1
53790,86,335,42,127,28,5,5,3,7,2,8,6,3,11,2
49269,92,639,8,166,11,8,58,3,7,3,12,7,3,11,1
61456,47,563,76,384,84,192,89,4,6,10,13,4,3,11,1
37406,18,2,0,8,2,2,3,1,1,0,2,8,3,11,1
56937,81,746,8,125,11,8,8,7,8,6,9,6,3,11,1
38415,91,22,1,13,4,0,4,2,1,0,3,7,3,11,2
20518,58,4,1,6,4,1,9,1,1,1,2,5,3,11,1
62503,40,478,0,193,110,75,117,4,8,3,11,5,3,11,1
41644,67,20,3,4,2,0,2,2,1,0,3,3,3,11,2
55842,19,451,0,39,0,4,24,1,7,1,8,5,3,11,1
62010,93,371,22,39,6,0,92,4,6,2,7,5,3,11,1
41124,41,281,7,84,15,0,119,7,7,3,4,8,3,11,1
38961,60,19,7,19,0,1,24,1,2,1,2,7,3,11,1
37760,54,26,3,13,2,10,0,1,2,0,3,6,3,11,1
32233,26,138,15,35,25,11,72,2,6,2,2,9,3,11,1
43057,30,213,2,44,0,2,5,4,4,2,5,5,3,11,1
83151,93,407,28,100,120,74,18,1,5,9,4,3,3,11,0
78825,35,483,74,114,169,37,18,1,5,10,13,3,3,11,0
65104,4,738,0,232,13,20,50,2,3,5,7,7,3,11,1
60093,92,502,12,109,16,6,90,2,7,2,10,6,3,11,1
14045,24,11,0,5,2,1,1,1,1,0,3,7,3,11,1
28457,96,24,1,108,29,29,14,1,4,1,4,8,3,11,0
78952,11,1170,19,594,99,76,134,2,2,5,12,6,3,11,1
46310,99,185,2,88,15,5,14,2,6,1,5,8,3,11,1
76005,72,983,20,389,240,50,40,1,3,5,13,6,3,11,0
58308,77,691,0,69,10,0,130,4,2,6,3,8,3,11,1
55614,85,504,13,131,8,0,26,1,9,4,6,7,3,11,0
59432,88,317,25,265,25,19,12,3,5,3,11,5,3,11,1
55563,22,29,1,9,2,0,2,1,2,0,3,3,3,11,1
78642,83,1396,0,322,46,35,17,1,4,9,4,6,3,11,1
67911,63,529,0,356,63,28,0,3,6,7,11,3,3,11,1
65275,9,388,14,218,91,14,21,1,4,3,13,2,3,11,0
27203,92,13,2,21,4,0,24,2,1,1,2,8,3,11,2
48330,2,28,0,4,0,0,0,1,1,0,3,5,3,11,1
24279,6,16,36,21,20,62,108,1,4,1,3,8,3,11,0
64355,66,1047,0,140,67,38,153,2,4,3,12,8,3,11,1
50943,49,31,0,7,2,0,6,1,1,0,3,5,3,11,1
53653,29,815,10,239,28,10,108,2,10,4,12,6,3,11,0
65665,77,225,162,387,106,36,29,1,5,10,8,3,3,11,1
81217,77,493,70,324,146,40,84,1,3,7,11,1,3,11,0
34935,71,34,4,66,3,10,20,1,2,1,4,7,3,11,0
61250,49,382,138,65,60,26,59,6,5,2,12,5,3,11,1
39665,97,127,1,56,0,1,31,3,4,2,3,7,3,11,1
60152,6,325,83,300,86,58,91,1,6,4,12,3,3,11,1
48920,93,238,17,68,8,10,6,3,6,2,5,7,3,11,2
89120,78,1168,92,408,72,129,55,1,5,6,7,1,3,11,0
44124,62,284,0,55,0,6,52,4,6,2,5,8,3,11,1
81169,47,1288,20,613,80,61,27,1,5,7,9,2,3,11,0
36443,9,65,0,46,4,3,20,4,3,1,3,8,3,11,2
26095,77,11,7,9,3,1,11,1,1,0,3,7,3,11,1
71367,24,227,23,389,42,21,75,1,4,5,7,2,3,11,0
80184,19,1035,134,670,25,38,0,1,6,3,10,3,3,11,0
30630,67,27,1,12,2,0,10,2,2,0,3,7,3,11,2
73454,95,982,73,351,56,14,175,1,2,4,6,5,3,11,0
42691,48,179,2,64,38,17,58,1,5,1,6,5,3,11,0
70503,73,1379,33,216,0,33,66,1,2,4,9,6,3,11,0
25545,35,32,1,64,16,12,85,3,2,2,3,6,3,11,1
32880,76,8,4,15,7,6,2,1,1,0,3,8,3,11,1
77863,20,881,38,319,16,25,12,1,4,5,10,2,3,11,0
50353,72,141,15,153,67,31,35,1,4,4,6,3,3,11,0
61839,20,1000,155,379,224,17,120,1,4,8,4,8,3,11,0
49154,69,206,10,67,30,27,71,6,4,1,8,6,3,11,2
47682,80,162,61,83,97,57,61,4,4,3,8,5,3,11,1
72679,65,619,54,260,127,54,54,1,4,7,5,1,3,11,1
57954,52,456,4,24,0,0,9,7,8,2,6,7,3,11,2
65316,65,112,6,92,3,9,38,2,3,2,5,4,3,11,2
28567,57,11,3,22,2,2,6,2,2,0,3,6,3,11,1
47352,70,172,12,112,8,0,15,4,6,1,5,7,3,11,1
44931,0,78,0,11,0,0,7,1,2,1,3,5,3,11,1
76982,19,464,151,292,65,60,30,1,8,3,4,4,3,11,0
57247,50,99,4,32,37,54,6,2,2,1,7,2,3,11,1
22944,67,19,3,19,4,5,26,3,3,0,3,7,3,11,1
25315,46,1,9,8,11,3,22,3,3,0,3,8,3,11,1
43638,37,63,10,83,7,19,19,2,4,1,4,7,3,11,1
42710,38,252,3,42,4,3,102,2,4,5,3,6,3,11,1
84169,9,1478,19,403,0,19,0,1,7,6,6,3,3,11,0
54058,56,198,18,252,32,108,54,2,4,6,8,3,3,11,1
24683,98,8,4,10,6,7,6,2,2,0,4,5,3,11,1
85620,68,416,46,925,60,107,46,1,3,6,4,1,3,11,0
47850,72,42,7,43,20,12,10,1,3,0,4,6,3,11,1
19514,47,14,3,21,2,1,28,4,3,1,2,8,3,11,2
27159,33,17,0,3,0,0,1,2,1,0,3,6,3,11,2
39548,87,15,4,10,3,4,18,2,1,1,3,3,3,11,2
21474,0,6,16,24,11,0,34,2,3,1,2,7,3,11,1
60504,73,458,0,24,6,4,34,2,6,2,8,6,3,11,1
22419,74,30,3,47,19,21,42,1,3,2,2,8,3,11,0
81698,4,179,28,520,111,123,47,1,3,8,13,1,3,11,0
43462,50,90,17,97,15,6,15,6,4,1,5,8,3,11,2
54880,57,308,85,137,102,45,118,2,6,2,11,5,3,11,1
79908,30,557,129,761,29,185,111,1,5,6,7,2,3,11,0
15315,27,7,4,13,15,8,17,2,2,0,4,5,3,11,0
87771,61,1492,38,287,50,57,33,1,5,10,4,6,3,11,1
33039,4,30,8,12,8,8,12,1,2,0,4,5,3,11,1
81741,75,249,153,940,58,134,38,0,6,6,7,2,3,11,0
71499,12,465,25,132,136,0,37,2,8,3,13,4,3,11,1
62466,13,129,129,259,168,121,83,5,6,3,12,4,3,11,1
48799,9,174,18,81,28,6,24,3,3,2,7,3,3,11,1
52157,48,189,2,29,3,2,40,2,3,2,5,4,3,11,1
66565,80,747,10,161,65,40,42,4,4,2,9,8,3,11,1
29298,60,6,0,2,2,0,1,1,1,0,2,5,3,11,2
47691,43,14,0,3,0,0,4,1,1,0,2,6,3,11,1
38200,19,12,0,4,0,0,1,1,1,0,2,7,3,11,2
44989,26,98,0,106,49,10,106,5,5,1,5,6,3,11,1
38443,58,32,0,5,0,0,1,2,1,0,3,7,3,11,2
38593,42,51,12,49,17,24,24,3,4,1,3,8,3,11,1
64413,27,200,5,44,0,10,20,1,5,1,5,5,3,11,1
36959,56,25,6,25,6,0,0,2,2,0,3,8,3,11,1
61996,27,1050,12,144,0,0,24,3,6,4,8,5,3,11,1
51287,10,117,0,22,13,0,30,3,4,1,3,7,3,11,2
13260,48,9,4,17,10,2,7,4,3,0,3,8,3,11,2
47472,39,56,0,11,0,0,8,2,2,0,4,5,3,11,2
54603,85,145,13,46,17,2,4,6,4,2,4,7,3,11,2
45207,64,203,0,10,0,0,2,5,3,1,6,6,3,11,2
40689,69,270,3,27,39,6,99,7,7,1,5,8,3,11,1
47821,54,9,0,16,6,6,10,1,1,0,3,8,3,11,2
27450,57,37,12,23,8,11,52,1,2,1,3,7,3,11,0
39453,64,46,0,7,0,0,2,2,2,0,3,6,3,11,1
26850,10,31,1,13,7,2,9,4,2,1,4,4,3,11,2
79800,65,1060,21,530,32,0,224,1,5,11,5,3,3,11,0
61794,74,264,47,188,54,47,11,2,4,4,10,2,3,11,1
53863,4,399,4,30,6,4,30,3,7,1,7,7,3,11,1
24221,94,8,9,9,2,5,22,1,1,1,3,4,3,11,0
39684,41,19,0,35,6,4,17,2,2,1,2,7,3,11,1
92163,25,817,183,797,106,163,20,0,5,11,5,2,3,11,0
69882,94,292,127,635,132,127,165,1,3,7,9,1,3,11,0
33178,9,12,6,2,11,2,16,1,1,0,3,4,3,11,1
59973,47,130,30,168,20,34,0,1,3,4,7,1,3,11,0
17459,12,6,4,16,3,10,30,3,3,1,2,7,3,11,1
23910,80,16,12,18,7,1,13,1,2,0,3,7,3,11,1
42169,20,19,0,9,0,0,2,2,1,0,3,8,3,11,2
26224,39,4,7,15,13,9,15,3,2,1,3,6,3,11,1
31089,57,31,3,31,2,8,4,3,3,0,4,8,3,11,1
30081,27,36,0,2,0,0,4,1,1,0,3,7,3,11,1
62807,83,526,28,135,10,21,99,3,5,3,12,5,3,11,1
72906,79,400,32,519,71,75,54,1,3,4,9,1,3,11,0
61467,69,410,16,114,0,5,49,3,5,2,10,5,3,11,2
49618,77,80,3,26,4,2,14,4,3,1,3,7,3,11,2
21888,15,88,10,46,2,3,64,4,5,1,2,10,3,11,1
42429,99,55,0,6,2,0,4,2,1,1,3,5,3,11,1
26150,61,5,1,13,3,5,1,1,1,0,3,7,3,11,3
30801,23,8,4,5,15,2,11,2,1,0,3,7,3,11,1
81168,84,410,0,592,147,22,22,1,6,4,7,3,3,11,0
26877,74,101,13,76,20,18,40,2,3,1,6,6,3,11,0
45006,90,162,25,53,16,0,10,1,3,1,7,3,3,11,0
18978,41,2,8,1,4,7,15,1,1,0,3,8,3,11,1
22574,28,25,0,8,2,0,2,2,2,0,3,7,3,11,3
48240,73,389,91,248,64,49,41,3,6,3,13,5,3,11,0
45837,88,215,13,87,17,17,24,5,6,2,5,7,3,11,2
35791,94,27,0,5,0,0,3,2,1,0,3,8,3,11,3
162397,31,85,1,16,2,1,2,0,0,0,1,1,3,11,2
54162,31,5,6,10,6,5,10,1,1,0,3,4,3,11,2
30522,6,179,8,83,19,11,26,5,1,2,9,2,3,11,1
54456,23,352,0,27,10,0,15,3,6,1,7,6,3,11,1
31632,92,17,8,12,11,15,32,1,2,1,2,7,3,11,0
72298,52,625,35,169,58,17,35,1,4,3,6,1,3,11,0
36975,50,10,6,11,0,4,2,1,1,0,3,7,3,11,1
72635,54,390,22,323,104,35,107,1,6,8,6,3,3,11,0
13624,93,10,2,15,2,1,6,2,2,0,3,6,3,11,1
84196,56,215,63,507,231,31,190,1,8,4,7,3,3,11,1
70971,28,1001,17,572,93,125,17,7,11,11,5,7,3,11,1
34487,94,19,18,33,24,1,8,3,3,0,3,9,3,11,2
28769,76,41,5,129,10,3,3,3,4,1,4,9,3,11,1
69084,43,1181,107,199,39,30,30,2,7,3,13,8,3,11,1
65488,46,603,45,207,36,18,54,1,3,4,6,1,3,11,0
62466,13,129,129,259,168,121,83,5,6,3,12,4,3,11,1
32218,27,10,24,15,13,1,30,1,2,1,3,7,3,11,0
83917,12,514,22,732,42,198,79,1,6,7,7,3,3,11,0
46102,3,14,0,1,0,0,1,1,1,0,2,7,3,11,3
84574,72,387,20,713,38,54,163,1,9,11,11,5,3,11,0
56181,6,121,103,69,8,44,48,1,4,2,7,4,3,11,1
63120,53,965,69,279,54,41,69,5,8,4,9,7,3,11,1
73691,58,707,21,250,85,43,73,2,6,2,8,2,3,11,1
63381,78,571,50,142,33,50,159,4,4,5,13,2,3,11,1
76140,57,586,66,653,17,0,26,1,5,9,6,2,3,11,0
62859,37,1063,89,102,16,12,25,4,9,4,6,6,3,11,1
45906,20,305,3,27,4,3,144,2,5,4,4,5,3,11,1
77632,73,1200,105,758,0,42,147,1,4,2,6,2,3,11,0
46463,56,163,2,40,8,11,11,7,3,1,6,6,3,11,2
105471,36,1009,181,104,202,21,207,0,9,8,13,3,3,11,0
55282,9,125,6,73,8,4,19,1,3,1,6,4,3,11,1
78710,42,721,0,152,119,50,50,3,7,6,12,4,3,11,1
66886,28,315,4,62,41,31,146,2,7,1,7,5,3,11,1
98777,23,1000,19,711,125,115,38,0,4,6,9,1,3,11,0
29103,38,16,0,17,6,3,6,2,1,0,3,9,3,11,1
67445,63,757,80,217,29,80,11,5,9,6,12,6,3,11,1
50616,71,30,2,25,0,1,9,1,1,1,4,2,3,11,1
49431,9,219,3,100,26,0,17,2,7,1,5,8,3,11,1
153924,81,1,1,1,1,1,1,0,0,0,0,0,3,11,0
61278,87,111,3,28,2,6,15,2,3,1,4,6,3,11,1
26490,92,45,47,52,21,20,25,2,3,1,5,6,3,11,0
73059,36,410,112,420,0,82,71,1,9,3,13,4,3,11,1
46734,86,100,1,39,6,1,76,4,3,2,3,6,3,11,3
56253,83,509,0,65,7,11,5,4,7,2,9,6,3,11,1
19986,74,3,6,5,0,2,6,1,0,0,3,7,3,11,1
58330,87,445,53,213,104,98,151,1,6,4,13,4,3,11,1
25965,29,2,2,11,41,7,11,1,2,0,3,8,3,11,0
14661,88,4,1,11,6,2,2,1,1,0,3,6,3,11,0
18690,77,6,1,7,23,4,19,1,1,1,2,8,3,11,0
45068,25,14,0,3,0,0,3,1,1,0,2,7,3,11,1
21063,34,1,10,11,19,3,15,2,2,0,3,6,3,11,1
29187,43,26,0,6,0,0,2,1,1,0,3,8,3,11,1
54690,76,111,16,37,7,9,18,3,3,1,5,3,3,11,2
59304,81,418,61,428,80,51,10,3,7,8,10,5,3,11,1
59247,87,327,9,122,19,14,83,5,5,2,9,6,3,11,2
66731,33,371,159,194,58,106,141,4,4,3,6,3,3,11,1
77353,38,275,59,107,69,101,59,2,6,4,8,4,3,11,1
52614,63,789,0,142,12,9,38,2,2,4,8,8,3,11,1
26751,26,1,1,5,0,3,1,1,1,0,2,8,3,11,2
81300,17,1004,12,145,32,12,36,3,10,3,5,5,3,11,1
70337,75,187,81,149,25,43,91,1,2,2,12,1,3,11,0
36145,13,56,4,76,17,1,18,4,4,1,3,9,3,11,1
65295,19,365,32,117,34,110,6,1,3,3,13,2,3,11,0
68118,51,595,23,123,10,23,154,2,8,9,4,6,3,11,1
68743,81,1132,134,384,175,134,115,1,11,5,13,7,3,11,0
41039,32,34,11,137,179,61,45,1,8,1,5,8,3,11,0
38946,84,116,6,82,6,6,41,2,3,1,6,5,3,11,1
65777,87,565,32,435,28,32,54,1,2,8,6,1,3,11,0
66476,99,372,18,126,47,48,78,2,5,2,11,4,3,11,1
86857,96,899,102,838,133,102,40,1,5,6,10,2,3,11,0
160803,21,55,16,1622,17,3,4,15,0,28,1,0,3,11,0
77845,40,760,40,480,0,40,26,1,3,5,12,1,3,11,0
69476,3,260,86,559,63,9,67,1,4,6,4,2,3,11,0
50611,98,459,0,24,6,0,4,6,4,5,7,6,3,11,1
61209,73,466,0,224,119,49,99,1,5,3,4,2,3,11,0
42315,90,67,15,80,17,11,80,3,1,4,4,3,3,11,1
13084,29,2,0,7,3,7,10,1,1,0,3,6,3,11,0
47570,3,67,1,20,0,2,31,3,2,2,2,7,3,11,2
61923,94,92,4,18,3,3,6,1,2,1,4,3,3,11,2
34824,65,4,2,11,2,0,4,1,1,0,2,6,3,11,0
26518,33,20,1,28,3,3,2,3,2,0,3,8,3,11,2
45938,46,273,11,178,62,83,29,2,8,4,6,6,3,11,0
78468,29,434,22,388,104,22,34,1,10,7,10,4,3,11,0
78901,99,321,11,309,33,26,34,3,9,3,5,4,3,11,1
71427,26,212,123,177,15,64,23,2,8,2,8,4,3,11,2
71022,30,909,12,278,0,12,242,3,5,2,11,8,3,11,1
90247,27,1184,32,352,21,16,16,1,3,4,7,1,3,11,0
41335,24,112,19,21,16,14,5,3,4,1,4,7,3,11,1
71952,93,656,80,455,52,107,93,2,8,4,8,4,3,11,1
35682,34,23,0,8,6,2,18,1,1,1,3,2,3,11,1
43185,88,537,6,42,16,6,30,2,9,3,6,8,3,11,1
66375,96,712,0,45,0,0,191,3,2,4,5,7,3,11,1
35178,10,23,1,13,2,2,18,1,1,1,2,7,3,11,1
25252,26,1,3,4,2,2,6,1,1,0,2,8,3,11,1
55250,49,664,58,83,32,0,66,4,7,5,10,5,3,11,1
33249,11,6,10,21,19,14,42,2,2,1,3,6,3,11,1
58398,44,299,5,201,21,21,49,3,5,4,8,4,3,11,0
50272,75,99,13,66,43,8,4,3,4,1,5,7,3,11,1
76618,64,749,40,294,121,160,147,1,3,2,5,1,3,11,0
87305,19,345,25,501,63,138,80,1,5,3,8,2,3,11,0
25851,45,9,4,18,7,5,5,2,2,0,3,7,3,11,1
58710,77,440,81,368,0,122,174,6,11,5,9,6,3,11,1
45160,9,8,2,5,3,0,3,1,1,0,2,7,3,11,2
74806,1,670,9,249,0,28,9,2,5,4,5,4,3,11,1
59111,90,524,0,134,28,28,155,1,11,1,8,7,3,11,0
18988,43,6,0,6,2,1,1,2,1,0,3,7,3,11,1
72190,79,597,166,597,172,166,249,1,5,6,4,3,3,11,0
7500,19,7,0,12,13,7,32,5,4,1,2,9,3,11,1
44794,99,54,0,7,0,0,4,1,2,0,3,6,3,11,1
80395,62,445,25,706,80,76,48,1,6,5,12,2,3,11,0
75012,41,294,142,218,164,58,151,1,3,8,11,1,3,11,0
56962,60,292,3,77,10,3,26,7,6,3,5,7,3,11,3
89891,17,412,22,132,59,28,183,1,11,6,8,4,3,11,0
35946,24,8,0,3,0,0,0,1,0,0,3,5,3,11,2
53593,60,349,4,78,6,0,43,8,7,2,6,8,3,11,2
66373,57,328,9,124,12,24,109,7,4,2,10,3,3,11,2
45072,74,144,2,99,7,2,30,5,6,1,4,8,3,11,3
89694,22,1126,28,211,37,28,42,3,4,3,4,5,3,11,2
72025,46,967,0,617,43,50,0,1,4,8,13,2,3,11,0
67432,69,432,79,341,177,136,170,2,8,5,4,4,3,11,1
70545,29,138,39,63,55,18,21,1,4,1,7,2,3,11,1
17487,37,0,0,1,7,4,6,1,1,0,2,7,3,11,1
62882,26,509,133,497,78,24,97,2,7,5,6,4,3,11,1
64108,8,948,10,86,13,21,21,4,6,9,11,5,3,11,1
34941,26,39,2,25,4,3,24,2,3,0,3,8,3,11,2
48767,79,28,1,21,3,0,10,3,2,1,3,5,3,11,3
38702,71,13,11,24,13,8,40,2,3,0,4,6,3,11,1
82224,83,307,26,360,138,31,40,1,6,9,5,3,3,11,0
83844,57,901,31,345,75,31,191,1,4,4,11,1,3,11,0
17003,37,2,5,12,4,8,7,3,2,0,4,5,3,11,1
71163,30,283,17,372,138,106,44,1,3,8,12,1,3,11,0
33697,34,4,3,7,0,3,11,1,1,0,2,7,3,11,1
63564,0,769,80,252,15,34,65,1,10,10,7,6,3,11,0
83443,89,518,42,742,55,56,84,1,6,10,5,2,3,11,0
51518,92,350,8,66,17,4,4,2,3,2,10,3,3,11,1
58330,87,445,53,213,104,98,151,1,6,4,13,4,3,11,1
80952,20,778,178,689,41,27,44,1,8,5,11,8,3,11,0
75507,56,709,93,374,104,80,80,1,8,6,6,3,3,11,0
63855,28,359,35,314,93,116,89,1,7,3,13,4,3,11,0
62220,55,799,12,375,16,12,12,5,7,6,5,6,3,11,1
58512,25,895,10,101,13,0,152,5,3,4,8,8,3,11,1
40662,0,40,2,23,0,4,23,2,2,1,3,4,3,11,1
38829,86,76,0,7,0,0,16,1,3,2,2,5,3,11,1
35523,8,11,5,22,12,5,11,2,3,0,3,7,3,11,1
79146,33,245,16,223,21,43,16,2,8,1,8,6,3,11,2
78285,13,647,107,391,175,67,40,1,6,4,10,3,3,11,0
31626,12,39,1,9,2,1,34,1,2,1,2,7,3,11,1
75127,92,203,35,305,46,17,227,1,2,11,5,1,3,11,0
48726,90,138,3,38,4,0,59,3,3,2,4,6,3,11,1
74985,8,587,51,898,247,0,86,1,3,6,7,2,3,11,0
67430,6,595,97,291,127,133,121,1,11,5,12,6,3,11,0
46891,91,43,12,23,29,15,61,1,2,1,4,4,3,11,1
62058,52,301,7,74,10,0,58,4,6,1,7,6,3,11,1
72063,3,180,32,348,76,32,90,2,5,2,12,2,3,11,1
78939,57,794,115,243,150,0,205,1,8,5,6,3,3,11,0
42720,9,392,5,91,28,26,112,8,7,3,7,8,3,11,2
33622,22,39,1,22,3,4,12,3,2,0,4,7,3,11,2
6835,76,107,2,12,2,2,12,0,0,0,1,20,3,11,1
41452,86,13,0,3,0,0,0,1,1,0,2,7,3,11,2
40760,64,70,0,17,0,0,6,2,2,1,3,6,3,11,1
74250,90,680,11,392,75,0,0,1,2,11,4,1,3,11,0
51124,79,26,1,11,0,1,4,2,1,0,3,3,3,11,2
72258,28,522,0,522,227,120,134,2,6,9,5,2,3,11,1
71466,86,412,12,546,78,182,0,1,4,4,10,1,3,11,0
36283,42,6,5,5,8,0,5,2,1,0,3,4,3,11,2
20587,39,2,3,6,4,1,9,1,1,1,2,7,3,11,1
30467,8,1,3,8,2,5,5,1,1,0,2,7,3,11,1
31590,40,6,2,15,6,6,3,1,1,0,3,8,3,11,1
20425,5,4,12,5,3,16,17,2,2,0,3,7,3,11,1
17144,96,18,2,19,0,2,6,5,3,0,4,7,3,11,2
42564,28,324,48,186,39,18,198,6,6,8,4,7,3,11,1
43783,22,327,9,125,25,4,139,6,7,1,8,7,3,11,1
40780,30,229,27,71,13,3,34,4,7,1,5,9,3,11,1
62847,45,521,168,706,80,76,61,1,3,6,4,2,3,11,0
82017,58,184,23,446,30,23,23,1,5,4,7,2,3,11,0
16813,49,4,8,11,12,2,13,1,2,0,3,7,3,11,0
51267,37,183,2,64,7,2,12,4,3,3,5,4,3,11,2
46524,70,31,19,35,26,14,52,2,1,1,5,3,3,11,1
45183,33,219,3,60,12,9,12,1,4,1,7,7,3,11,0
70421,98,479,28,136,75,14,35,3,10,3,7,6,3,11,1
60161,17,584,44,212,46,8,177,3,11,4,8,8,3,11,1
73926,54,627,91,597,159,91,15,1,6,5,12,3,3,11,0
19329,39,24,1,16,12,2,5,3,4,0,3,8,3,11,1
61872,81,330,5,159,36,27,16,4,4,4,9,4,3,11,1
46984,71,19,1,10,2,1,8,1,1,0,3,5,3,11,2
34838,62,28,23,29,29,14,47,3,2,1,4,6,3,11,2
82716,8,606,148,228,15,148,22,1,6,8,13,2,3,11,0
48192,76,1039,43,204,153,58,29,3,2,8,12,8,3,11,0
49681,66,411,0,26,0,0,21,6,7,1,7,7,3,11,2
56850,83,34,1,19,2,7,0,1,1,1,3,2,3,11,1
55267,28,161,28,136,32,3,45,4,3,4,6,3,3,11,1
59666,87,623,53,178,23,17,133,7,3,2,8,8,3,11,2
72504,43,604,26,470,123,161,94,2,5,9,6,2,3,11,1
26872,0,3,10,8,3,16,32,1,1,1,2,6,3,11,0
21359,1,12,2,17,6,1,10,2,2,0,3,8,3,11,1
73170,1,184,174,256,50,30,32,1,5,4,6,2,3,11,0
52750,72,393,0,239,90,69,69,6,5,7,9,4,3,11,1
91820,72,410,73,747,76,161,30,0,5,5,12,1,3,11,0
65968,12,376,9,83,19,4,4,2,5,4,7,3,3,11,1
30772,89,7,2,4,2,1,4,1,1,0,2,6,3,11,2
22507,67,68,0,226,51,157,68,3,10,2,4,9,3,11,0
65685,54,642,14,49,0,7,57,1,9,2,9,5,3,11,1
25804,34,8,7,9,13,6,12,2,2,0,3,8,3,11,1
76412,15,840,53,804,23,71,17,1,5,4,8,3,3,11,0
22063,43,7,10,13,3,11,11,2,2,0,3,7,3,11,1
57091,0,464,5,64,7,0,37,1,7,3,7,5,3,11,0
22419,74,30,3,47,19,21,42,1,3,2,2,8,3,11,0
87771,61,1492,38,287,50,57,33,1,5,10,4,6,3,11,1
78353,51,752,122,476,39,153,34,1,10,2,11,8,3,11,1
93404,97,1279,15,287,20,0,15,3,3,4,7,5,3,11,3
37859,75,22,1,8,2,1,2,2,1,0,3,8,3,11,3
80995,83,860,28,409,73,56,56,1,8,9,4,4,3,11,1
16529,23,3,0,5,13,0,1,1,1,0,3,6,3,11,1
55412,65,10,5,28,11,1,8,1,2,0,3,5,3,11,2
48789,94,351,16,156,7,5,145,1,6,4,7,6,3,11,0
56575,42,421,5,90,0,16,10,3,7,3,7,5,3,11,2
25130,10,2,5,7,0,18,18,2,2,0,3,7,3,11,1
35441,94,25,1,9,2,1,1,2,1,0,3,8,3,11,2
71391,50,336,123,274,46,123,141,5,6,5,12,3,3,11,1
49494,46,191,9,97,0,6,82,2,6,1,5,7,3,11,1
81702,98,563,50,774,28,31,187,1,7,7,12,3,3,11,0
45889,42,31,0,6,0,1,8,1,1,0,3,6,3,11,1
56628,30,479,5,82,7,17,171,2,7,6,5,5,3,11,1
34026,11,18,6,15,12,8,17,3,2,1,3,5,3,11,2
40049,61,91,65,52,10,44,28,3,3,2,6,5,3,11,1
34176,12,5,7,24,19,14,20,4,3,0,4,6,3,11,1
19419,76,2,14,28,16,3,7,4,4,0,3,9,3,11,1
82504,2,362,50,431,134,35,54,1,3,6,7,1,3,11,0
81205,43,724,74,929,97,55,130,1,5,6,7,2,3,11,0
61618,27,605,91,399,0,45,205,2,3,6,8,3,3,11,0
55284,60,547,7,140,0,7,63,3,7,5,8,5,3,11,1
